C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_48_579.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_48_579.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_48_579.jpg, 0, 0, 0, 7.818258E-05
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_48_685.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_48_685.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_48_685.jpg, 0, 0, 0, 8.246164E-05
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_48_787.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_48_787.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_48_787.jpg, 0, 0, 0, 7.965145E-05
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_48_891.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_48_891.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_48_891.jpg, 0, 0.111028, 0, 0.02611176
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_48_994.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_48_994.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_48_994.jpg, 0, 0.4518633, 0, 0.5560026
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_098.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_098.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_098.jpg, 0, 0.7626878, 0, 1.292381
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_201.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_201.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_201.jpg, 0, 1, 0, 2.483419
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_306.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_306.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_306.jpg, 0, 1, 0, 3.659836
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_413.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_413.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_413.jpg, 0, 1, 0, 5.063116
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_520.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_520.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_520.jpg, 0, 1, 0, 6.218559
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_635.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_635.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_635.jpg, -0.3445157, 1, 0, 7.53637
C:\Users\MASTER\Downloads\car-unity\Data\IMG\center_2019_02_22_22_32_49_736.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\left_2019_02_22_22_32_49_736.jpg, C:\Users\MASTER\Downloads\car-unity\Data\IMG\right_2019_02_22_22_32_49_736.jpg, -0.3641585, 1, 0, 8.638517
